orig,kr
"<div class=""comment-m""><div class=""prt-text-small"">弱体効果「魅了」無効/風属性キャラが魅了で攻撃行動を阻害されない/魅了効果中の風属性キャラのステータス大幅UP</div></div>","<div class=""comment-m""><div class=""prt-text-small"">약체효과 「매료」 무효/풍속성 캐릭터가 매료로 공격을 방해받지 않는다/매료 효과 중 풍속성 캐릭터의 스태이터스 대폭 UP</div></div>"
理外の『翠』,이치 밖의 『취』
"<div class=""prt-text-small"">フェイタルチェイン発動時、味方全体が必ずトリプルアタック(*回)/風属性追撃効果(*回)</div>","<div class=""prt-text-small"">페이탈 체인 발동시, 아군 전체가 반드시 트리플 어택(*회)/풍속성 추격 효과(*회)</div>"
"<div class=""prt-flavor"">風の理であり、「翠」の名を冠する竜。想定された創世から減ずることなく、むしろいや増した風の元素の力を背景に強大な力を持つ。同時に、風の吹くまま気の向くままという性質を持ち合わせ、その様は外見通り正に猫。</div>"



"!리치(SSR, 할로윈)"
[祭演催縁災怨少女],[제연최연재연소녀]
ハロウィン・デッド・スクリーム＋,할로윈 데드 스크림+
ハロウィン・デッド・スクリーム,할로윈 데드 스크림
"<div class=""comment-m"">風属性ダメージ(特大)/自分の奥義ゲージUP(**%)/アビリティ再使用間隔を*ターン短縮</div>",풍속성 데미지(특대)/자신의 오의 게이지 UP(20%)/어빌리티 재사용을 1턴 단축</div>
ホーンテッドスペクター＋,헌티드 스펙터+
ホーンテッドスペクター,헌티드 스펙터
"<div class=""prt-text-small"">敵全体に*回風属性ダメージ/強化効果を*つ無効化/攻防DOWN(累積)　<span class=""text-blue"">◆自分に付与されている弱体効果の数に応じて攻撃回数UP(最大**回)</span></div>"
ラズ・コラプション＋,라즈 커럽션+
ラズ・コラプション,라즈 커럽션
"<div class=""comment-m"">敵味方全体に土属性攻撃DOWN/風属性防御DOWN/毒効果/腐敗効果</div>","<div class=""comment-m"">적 전체에게 토속성 공격 DOWN/풍속성 방어 DOWN/독 효과/부패 효과</div>"
スプーキー・オブ・カース,스푸키 오브 커스
"<div class=""comment-m"">自分に不死王の悪戯効果</div>",자신에게 불사왕의 못된 장난 효과</div>
不死王の悪戯,불사왕의 못된 장난

クリーピーナイト,크리피 나이트
"<div class=""comment-m""><div class=""prt-text-small"">風属性キャラがそれぞれの弱体効果の数に応じて以下の効果を順に得る(一部のターンダメージを回復に変換/奥義ゲージ上昇量UP/攻撃UP/ダメージ上限UP)</div></div>",풍속성 캐릭터가 약체 효과의 수에 따라 이하의 효과를 얻는다(일부 턴 데미지를 회복으로 전환/오의 게이지 상승량 UP/공격UP/데미지 상한 UP)</div>
ゴーストパレード,고스트 퍼레이드
"<div class=""comment-m"">ターン終了時に奥義ゲージが**%以上の時、**%消費して敵全体に風属性ダメージ/スロウ効果</div>","<div class=""comment-m"">턴 종료시 오의 게이지가 50% 이상이면, 30%를 소비해 적 전체에 풍속성 데미지/슬로우 효과</div>"
"<div class=""prt-flavor"">仲間に担がれた星晶獣は、肝試しのために仮装民となる。人間達を恐怖に陥れてご満悦な少女であったが、思わぬ愛の奥深さに頭を抱えるのだった。</div>"
"<div class=""prt-text-small"">적 전체에게 6회 풍속성 데미지/강화 효과를 1개 무효화/공방 DOWN(누적) <span class=""text-blue"">◆자신에게 부여된 약체효과의 수에 따라 공격 횟수 UP(최대 10회)</div>"
